"snippet","data_ref","x","y","tied_data_refs"
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:2:3",191.695,15.289,""
"cis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:8:9",194.124,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:14:15",198.474,15.289,""
"dis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:18:19",200.903,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:24:25",204.264,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:28:29",207.974,15.289,""
"dis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:34:35",210.925,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:52:42:43",215.131,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:2:3",230.531,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:57:6:7",234.421,15.289,""
